WaypointN,Missiontime,Result,runtime,navieruntime
2,11.62076357473228,10.80124988097091,0.0008728504180908203,0.0008094310760498
3,20.09063038558916,18.774983392501206,0.0017468929290771484,0.0005915164947509
4,20.70206363105029,19.042096759294452,0.003512859344482422,0.0006494522094726
5,21.057760307578004,19.2734203251023,0.010563373565673828,0.0007836818695068
6,21.97075706984172,19.887242087076952,0.020778417587280273,0.0008916854858398
7,22.16074838318657,19.88478348586435,0.05016493797302246,0.0009973049163818
8,22.359986398695597,19.970862355900486,0.14837884902954102,0.0011000633239746
9,22.52736646106783,19.981284416330638,0.7495119571685791,0.0012640953063964
10,24.141260272155773,20.840426291145743,1.755789041519165,0.0018417835235595
